,overall_text,start,end,text,label
924,"16
*       In The High Court Of Delhi At New Delhi

                       +       MAC.APP.No.284/2008

%                                 Date of decision: 12th November, 2009


      Head Of Department, Air Force
      Station Amla & Anr                          ..... Appellants
                    Through : None.

                      versus

      Ram Kumar Giri Thr. Lrs            ..... Respondents
                   Through : Mr. Neeraj Aarora, Adv.
                              Mr. V.P. Choudhary, Sr. Adv.
                              as amicus curiae.

Coram :-
The Hon'Ble Mr. Justice J.R. Midha

1.      Whether Reporters of Local papers may                  Yes
        be allowed to see the Judgment?

2.      To be referred to the Reporter or not?                 Yes

3.      Whether the judgment should be                         Yes
        reported in the Digest?

                               Judgment","[18, 184, 354, 440, 494, 601]","[50, 232, 368, 453, 508, 611]","['High Court Of Delhi At New Delhi', 'Head Of Department, Air Force\n      Station Amla', 'Ram Kumar Giri', 'Neeraj Aarora', 'V.P. Choudhary', 'J.R. Midha']","['COURT', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'JUDGE']"
925,"1

       High Court Of Madhya Pradesh ; Jabalpur
                             Cr.R.No. 1915/2011
                             Kashi Prasad Pandey
                                     Vs.
                       State of M.P and three others


For the Applicant        : Shri Sankalp Kochar, Advocate.
For the Respondent No.1 : Shri Puneet Shroti, Panel Lawyer.
For Respondent No.2 to 4 : Shri Nitin Karan, Advocate.


                                 O R D E R","[10, 127, 211, 275, 332, 393]","[49, 146, 223, 289, 345, 404]","['High Court Of Madhya Pradesh ; Jabalpur', 'Kashi Prasad Pandey', 'State of M.P', 'Sankalp Kochar', 'Puneet Shroti', 'Nitin Karan']","['COURT', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER']"
926,"In The High Court Of Kerala At Ernakulam

WP(C).No. 28051 of 2010(F)


1. B.Muhammedkunhi, Member, Ward No.14,
                      ...  Petitioner

                        Vs



1. K.Abdulla, Member, Ward No.Iv,
                       ...       Respondent

2. The Secretary,

                For Petitioner  :Sri.M.Sasindran

                For Respondent  :Sri.S.Santhosh Kumar

The Hon'ble Mr. Justice T.R.Ramachandran Nair

 Dated :30/09/2010

 O R D E R
                       T.R. Ramachandran Nair, J.
                   - - - - - - - - - - - - - - - - - - - - - - - -
                W.P.(C) Nos.28051 & 28056 of 2010-F
                   - - - - -- - - - - - - - - - - - - - - - - - - - -
            Dated this the 30th day of September, 2010.

                                 Judgment
","[7, 74, 183, 266, 315, 365, 407, 484]","[40, 89, 192, 275, 326, 381, 428, 506]","['High Court Of Kerala At Ernakulam', 'B.Muhammedkunhi', 'K.Abdulla', 'Secretary', 'M.Sasindran', 'S.Santhosh Kumar', 'T.R.Ramachandran Nair', 'T.R. Ramachandran Nair']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE']"
927,"The Honble Sri Justice M.Satyanarayana Murthy              

Criminal Petition No.5798 Of 2016     

22-12-2016 

M/S Bajaj Finance Ltd Corporate Office: 4Th Floor Bajaj Finserv Corporate
Office, Ahmed Nagar ROad, Viman Nagar, Pune-411 014, Maharastra, Legal & 3   
others ...Petitioners

State of Andhra Pradesh, Rep.by Public Prosecutor, High Court of Judicature For
the State of Telangana and For the State of Andhra Pradesh & 5
others...Respondents 

Counsel for the petitioner : Sri Valluri MohaN sRINIVAS

cOUNSEL For The Respondent : Government Pleader for Appeals (Tg) Party-in-        
person Sri N.Satyanarayana 

<Gist:

>Head Note: 

? Cases Refereed 

  1982 Crl.J 1717
  Air 1978 Supreme Court 986      
  Air 2007 Supreme Court 2762      
  Air 1970 Sc 962 
  1995 Crl.L.J 2508
  (2008) 2 Scc 668 
  (2015) 4 Scc 609 
  (1989) 4 Scc 630 
  (2003) 5 Scc 257 
  1998 (2) Alt (Crl) 458 Kerala
  1944 (46) Bomlr, page 417  
  1910 (21) Mlj, page 85
  1942 (1) Mlj page 247
  Air 1951 page 34 
  1992 Supp. (1) Scc 335 


The Honble Sri Justice M.Satyanarayana Murthy              

Criminal Petition No.5798 Of 2016     

%22-12-2016  


Order","[23, 118, 289, 488, 1055]","[45, 258, 312, 510, 1077]","['M.Satyanarayana Murthy', 'Bajaj Finance Ltd Corporate Office: 4Th Floor Bajaj Finserv Corporate\nOffice, Ahmed Nagar ROad, Viman Nagar, Pune-411 014, Maharastra, Legal', 'State of Andhra Pradesh', 'Valluri MohaN sRINIVAS', 'M.Satyanarayana Murthy']","['JUDGE', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'JUDGE']"
928,"In The Court Of Sh. Sanjay Bansal:
                     Additional Sessions Judge-03 (East):
                         Karkardooma Courts: Delhi.

S.C. No: 32/2014
Id No.: 024402R0048612014

State Versus                      Ranjeet
                                  S/o Sh. Jawahar Lal
                                  R/o Kirti Vihar, Loni. 2 near Bijli Ghar,
                                  Ghaziabad, Up.
Fir No: 70/1989
Ps.:    Gandhi Nagar
U/s.     353/332/307 Ipc & 27 Arms Act

Chargesheet Allocated on          :        18.07.1989
Judgment Reserved on              :        04.08.2014
Judgment Delivered on             :        07.08.2014

Judgment","[20, 56, 190, 224]","[33, 143, 195, 231]","['Sanjay Bansal', 'Additional Sessions Judge-03 (East):\n                         Karkardooma Courts: Delhi', 'State', 'Ranjeet']","['JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT']"
929,"In The High Court Of Judicature At Madras

Dated:21.09.2012

Coram

The Honourable Mr.Justice M.Venugopal

S.A.No.542 of 2001




A.R.Mohamed Hanifa				... Appellant/2nd Respondent/2nd Defendant

Vs.

1.Abdul Rahim					... 1st Respondent/Appellant/Plaintiff

2.Parasakthi Ammal    				... 2nd Respondent/1st Respondent/1st Defendant




	Appeal filed under Section 100 of Code of Civil Procedure, against the Judgment and Decree dated 08.01.2001 in A.S.No.51 of 1998 on the file of the Learned Additional Subordinate Judge, Tiruvannamalai, in reversing the Judgment and Decree dated 09.02.1998 in O.S.No.623 of 1985 on the file of the Learned District Munsif, Tiruvannamalai.




		For Appellant		: Mr.K.Srinivasan
					  Senior Counsel
					  For M/s.A.Venkatesan

		For 1st Respondents 	: Mr.A.Venkatachalapathy
					  Senior Counsel
				          For M/s.Sriram 

		For 2nd Respondent	: No appearance



J U D G M E N T
","[7, 94, 130, 201, 259, 702, 794]","[41, 105, 148, 214, 277, 714, 813]","['High Court Of Judicature At Madras', 'M.Venugopal', 'A.R.Mohamed Hanifa', '1.Abdul Rahim', '2.Parasakthi Ammal', 'K.Srinivasan', 'A.Venkatachalapathy']","['COURT', 'JUDGE', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER']"
930,"In The Court Of Ajay Goel: Additional District
              Judge-12(Central):Delhi.

                                (Old Case)

Lac No. 03/13/04

                                            Award No: 02 of 2003-04,
                                           Announced on: 11.11.2003
                                            Area: 4-B, Rajendra Park,
                                              Pusa Road, New Delhi.

In the matter of:
   1. Sh. C. P. Aggarwal,
      S/o Late Sh. Nand Lal Agrawal

   2. Smt. Meera Agrawal
      W/o Sh. C. P. Agrawal

       Both R/o 4-B, Rajendra Park,
       Pusa Road, New Delhi-60.                     ......Petitioners.


                                   Versus

   1. Union of India,
      Through Land Acquisition Collector
      Central District, 14, Darya Ganj,
      New Delhi-110002.

   2. Delhi Metro Rail Corporation Ltd.
      Nbcc Place, Bhishmah Pitamah Marg,
      Pragati Vihar, New Delhi-3.       ......Respondents.

Date   of   filing of Reference: 28.04.2004
Date   of   assignment to this court: 25.04.2013
Date   of   arguments: 19.07.2014
Date   of   decision: 01.08.2014

Lac-03/13/2004                                             Page:-1/19
 Judgment
","[16, 27, 453, 517, 718, 846]","[25, 84, 467, 530, 732, 874]","['Ajay Goel', 'Additional District\n              Judge-12(Central):Delhi', 'C. P. Aggarwal', 'Meera Agrawal', 'Union of India', 'Delhi Metro Rail Corporation']","['JUDGE', 'COURT', 'PETITIONER', 'PETITIONER', 'RESPONDENT', 'RESPONDENT']"
931,"1

    In The Court Of Ms. Hemani Malhotra, Additional:Sessions Judge-05
                                    (Central), Tis Hazari Courts: Delhi
Ca No.24/14
Unique Id No.0240IR0059942014
Sukhjot Sodhi & Others Vs Sebi


    (1) Sukhjot Sodhi,
        S/o Asdev Singh Sodhi
        R/o 2282, Sector 21-C, Chandigarh

    (2) Kamaljeet Sodhi,
        W/o Sukhjot Sodhi,
        R/o 2282, Sector 21-C, Chandigarh
                                                                          .............Appellants

        Versus


        Securities and Exchange Board of India,
        Having registered office at 32, Rajendra Bhawan,
        Rajendra Place, New Delhi.

                                                                      ...............Respondent


                 Date of institution               :03.02.2014
                 Date of conclusion of arguments/
                 reservation of Judgment           :23.09.2014
                 Date of pronouncement of judgment :10.10.2014


Judgment
","[27, 44, 187, 228, 324]","[42, 144, 200, 241, 339]","['Hemani Malhotra', 'Additional:Sessions Judge-05\n                                    (Central), Tis Hazari Courts: Delhi', 'Sukhjot Sodhi', 'Sukhjot Sodhi', 'Kamaljeet Sodhi']","['JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT']"
932,"In The High Court Of Kerala At Ernakulam

                                              Present:-

                   The Honourable Mr.Justice K.Vinod Chandran

              Friday,The 7Th Day Of February 2014/18Th Magha, 1935

                             W.P.(C).No.22693 of 2013 (J)
                             ---------------------------------------------------

Petitioner(S):-
--------------------------

           Remesh Kumar, Aged 35 Years, S/O Pazhani Swami,
           4/382, Thekkamukkiyoor House,
           Agali P.O, Kottathara, Mannarkad,
           Palakkad District.

           By Adv. Sri.M.Jithesh Menon.


Respondent(S):-
----------------------------

        1. Regional Transport Authority,
            Palakkad, Pin - 678 001.

        2. The Secretary,
            Regional Transport Authority, Palakkad, Pin - 678 001.

        3. The Kerala State Road Transport Corporation,
            Represented By Its District Transport Officer,
            Palakkad, Pin - 678 008.

         R1 & R2 By Government Pleader Smt.R.Rema.
         R3 By Standing Counsel Sri.P.C.Chacko.


           This Writ Petition (Civil) Having Been Finally Heard On
03.01.2014, Along With W.P.(C).No.28394 Of 2013-Y, The Court On
07-02-2014 Delivered The Following:-

WP(C).No.22693 of 2013 (J)
---------------------------------------

                                           Appendix

Petitioner(S)' Exhibits:-
---------------------------------------

Exhibit P1 True Copy Of The Regular Permit Of The Petitioner
                   Valid Till 02-01-2016.

Exhibit P2 True Copy Of The Timings Dated 19-06-2001.

Exhibit P3 True Copy Of The Request Submitted By The Petitioner
                   Before The 2Nd Respondent Dated 10-08-2013.

Exhibit P4 True Copy Of The Request Submitted By The Petitioner
                   Before The 3Rd Respondent Dated 10-08-2013.

Exhibit P5 True Copy Of The Objection Filed By The Petitioner
                   Dated 22-08-2013.


Respondent(S)' Exhibits:-
-----------------------------------------

Exhibit R3(a) -             True Copy Of The Permit NO.P.Tem.9/1323/2013
                            Dated 07.09.2013 Issued By The 1St Respondent.

Exhibit R3(b) -             True Copy Of The Permit Issued To The 3Rd
                            Respondeent Dated 01.08.2013 Vide
                            NO.P.Tem.9/1039/2013.

Exhibit R3(c) -             True Copy Of The Permit Dated 31.05.2013
                            Vide NO.P.St.9/1631/2013.

Exhibit R3(d) -             True Copy Of The Permit Dated 02.09.2011
                            Vide NO.P.St.9/3640/2011.


vku/-                                      ( true copy )



                                                                  ""C.R.""

                             K. Vinod Chandran, J
              ------------------------------------------------------------
              W.P.(C).Nos.22693 of 2013 & 28394 of 2013
              -------------------------------------------------------------
                Dated this the 07th day of February, 2014

                                   Judgment
","[7, 144, 425, 613, 689, 772, 866, 1091, 2793]","[40, 160, 437, 628, 717, 848, 905, 1101, 2810]","['High Court Of Kerala At Ernakulam', 'K.Vinod Chandran', 'Remesh Kumar', 'M.Jithesh Menon', 'Regional Transport Authority', 'Secretary,\n            Regional Transport Authority, Palakkad, Pin - 678 001', 'Kerala State Road Transport Corporation', 'P.C.Chacko', 'K. Vinod Chandran']","['COURT', 'JUDGE', 'PETITIONER', 'LAWYER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'JUDGE']"
933,"1

      In The High Court Of Judicature For Rajasthan At
                           Jodhpur

1. Ram Kumar Vs. State Of Rajasthan & Ors.
     (D.B.Civil Special Appeal(W) No. 1023/98)
2. Radhey Shyam & Ors. Vs. State Of Rajasthan & Ors.
     (D.B.Civil Special Appeal(W) No. 1022/98)
3. State Of Rajasthan & Ors. Vs. Smt. Badam Bai
     (D.B.Civil Special Appeal(W) No. 1108/98)
4. State Of Rajasthan & Ors. Vs. Smt. Lahar Bai
     (D.B.Civil Special Appeal(W) No. 1109/98)
5. State Of Rajasthan & Ors. Vs. Panch Kansaram
     (D.B.Civil Special Appeal(W) No. 1110/98)
6. State Of Rajasthan & Ors. Vs. Moti Lal
     (D.B.Civil Special Appeal(W) No. 1111/98)
7. State Of Rajasthan & Ors. Vs. Shri Chandan Mal
     (D.B.Civil Special Appeal(W) No. 1120/98)

                         Judgment

","[16, 97, 111, 187, 211, 287, 322, 382, 417, 477, 507, 572, 602, 661, 696]","[92, 106, 129, 199, 229, 305, 331, 400, 426, 495, 521, 590, 610, 679, 707]","['High Court Of Judicature For Rajasthan At\n                           Jodhpur', 'Ram Kumar', 'State Of Rajasthan', 'Radhey Shyam', 'State Of Rajasthan', 'State Of Rajasthan', 'Badam Bai', 'State Of Rajasthan', 'Lahar Bai', 'State Of Rajasthan', 'Panch Kansaram', 'State Of Rajasthan', 'Moti Lal', 'State Of Rajasthan', 'Chandan Mal']","['COURT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'PETITIONER', 'RESPONDENT']"
934,"This Order is modified/corrected by Speaking to Minutes Order

                                                1

                In The High Court Of Judicature At Bombay

                     Ordinary Original Civil Jurisdiction




                                                                                    
                           Writ Petition No.2287 Of 2009




                                                            
    Prashant S. Joshi, A-201, Morning Glory Society,
    Thakkar Park, Aaram Society Road, Vakola,




                                                           
    Santacruz (East), Mumbai - 400 055.                                   ..Petitioner.

                  V/s.




                                             
    1.     The Income-tax Officer Ward 19(2)(4),
           Room No.310, 3rd Floor, Piramal Chambers,
                           
           Lalbaug, Parel, Mumbai-400 012.
                          
    2.     Union of India, Aaykar Bhavan,
           M.K. Road, Mumbai - 400 020.                                   ..Respondents.
      


                                             With
   



                             Writ Petition No.59 Of 2010


    Dattaram Shridhar Bhosale,





    R/at 159/1273, Motilal Nagar No.1,Road No.4,
    Goregaon (west), Mumbai - 400 055.                                    ..Petitioner.

                  V/s.





    1.     The Income-tax Officer Ward 19(2)(1),
           Room No.312, 3rd Floor, Piramal Chambers,
           Lalbaug, Parel, Mumbai - 400 012.


    2.     Union of India, Aaykar Bhavan,
           M.K. Road, Churchgage, Mumbai - 400 020.                       ..Respondents.




                                                            
      This Order is modified/corrected by Speaking to Minutes Order

                                                2

    Mr. P.J. Pardiwalla, senior advocate with Nishant Thakkar & Rajesh Pujari i/b.
    Mint & Conferers for petitioner.




                                                                                    
    Mr. K.R. Chaudhari for respondents.




                                                            
           Coram : Dr. D.Y.Chandrachud And J.P.Devadhar, Jj.

           Judgment","[137, 446, 782, 978, 1227, 1440, 1585, 1898, 1936, 1954, 2107, 2227, 2247]","[171, 463, 938, 992, 1252, 1570, 1599, 1913, 1951, 1967, 2121, 2242, 2259]","['High Court Of Judicature At Bombay', 'Prashant S. Joshi', 'Income-tax Officer Ward 19(2)(4),\n           Room No.310, 3rd Floor, Piramal Chambers,\n                           \n           Lalbaug, Parel, Mumbai-400 012', 'Union of India', 'Dattaram Shridhar Bhosale', 'Income-tax Officer Ward 19(2)(1),\n           Room No.312, 3rd Floor, Piramal Chambers,\n           Lalbaug, Parel, Mumbai - 400 012', 'Union of India', 'P.J. Pardiwalla', 'Nishant Thakkar', 'Rajesh Pujari', 'K.R. Chaudhari', 'D.Y.Chandrachud', 'J.P.Devadhar']","['COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE']"
935,"The Honble Sri Justice T. Sunil Chowdary          

Macma No.1388 Of 2010     

16-02-2015 

Smt. Chakali Swaroopa & 5 Others....Appellants 

Mohd. Ghouse & Another...Respondents   

Counsel for Appellants:Sri C. Pratap Reddy
                        Sri Palle Srihari Nath
                                
Counsel for Respondent No.1:    None appeared  
 Counsel for Respondent No.2:   Sri A. Ramakrishna Reddy  
                                Standing Counsel for Bajaj Allianz      
                                General Insurance Co. Limited

<Gist: 

>Head Note:    


? Cases referred

  2004 (4) Ald 444
2 2013 (2) Alld 659 
3 2014 (2) Ald 133 (S.C)
4 (2014) 4 Scc 511 
5 2013 Acj 1403  
6 2014 Acj 1388  
7 2013 Acj 2733  
8 2009 Acj 1298 (Sc)  
9 2007 Acj 2816  
10 2008 Acj 2144  
11 2010 (5) Alt 105 
12 (2009) 11 Scc 356 
13 2008 Acj 2161  
14 2006 Acj 1336  
15 (2008) 3 Scc 464 
16 (2004) 3 Scc 297 
17  (2013) 7 Scc 62 
18  2014 Acj 2873 


The Honble Sri Justice T. Sunil Chowdary
Macma No.1388 Of 2010     
Judgment","[23, 98, 142, 210, 254, 390, 981]","[40, 114, 154, 225, 272, 410, 998]","['T. Sunil Chowdary', 'Chakali Swaroopa', 'Mohd. Ghouse', 'C. Pratap Reddy', 'Palle Srihari Nath', 'A. Ramakrishna Reddy', 'T. Sunil Chowdary']","['JUDGE', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER', 'JUDGE']"
936,"Before The Madurai Bench Of Madras High Court

Dated: 28/01/2010

Coram
The Honourable Mr.Justice C.T.Selvam

Crl.A.Nos.172 of 2002
Crl.A.Nos. 173, 174, 192,
215 and 224 of 2002

Crl. A. No.172 of 2002:-

K. Sulochana			 	    ...Appellant/Accused- 3

vs.

State rep. by the
    Inspector of Police
Vigilance and Anticorruption
Nagercoil.				    ...Respondent/Complainant

Prayer in Crl. A. No.172 of 2002

These Criminal Appeals are filed under
Section 374 of Cr.P.C. praying to set aside the judgment and conviction of the
appellants/ accused passed by the Chief Judicial Magistrate-cum-Special Judge,
Nagercoil in S.C.No.1 of 1991 dated 31.01.2002.

!For Appellants ...Sri.S. Ashok Kumar, Sr. Counsel
 	    	   for M/s.S. Palanivelayutham
^For Respondent ...Sri.P. Rajendran, Ga	

:Judgment","[11, 98, 205, 256, 678, 764]","[45, 108, 217, 261, 689, 776]","['Madurai Bench Of Madras High Court', 'C.T.Selvam', 'K. Sulochana', 'State', 'Ashok Kumar', 'P. Rajendran']","['COURT', 'JUDGE', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER']"
937,"In The Court Of Sh.Suresh Chand Rajan
  Additional Sessions Judge/Special Judge(Ndps)
           Dwarka Courts, New Delhi


Crl. Appeal No.76/13


Sarita 
W/o Sh Ram Kumar
                                                                                   ....Appellant
Vs. 

1. Ram Kumar s/o Prabhu Dayal
2. Prabhu Dayal
3. Smt. Nandi Devi w/o Prabhu Dayal
4. Shyam Kumar s/o Prabhu Dayal
5. Baby d/o Prabhu Dayal
6. Nisha d/o Prabhu Dayal
7. Anil Kumar s/o Prabhu Dayal 
8. The State
                                                                                ...... Respondent 
Date of Institution : 07.09.2013
Reserved for order on : 23.05.2014
Date of Pronouncement: 30.05.2014


Order
","[19, 40, 147, 278, 308, 329, 360, 392, 417, 443, 479]","[37, 121, 153, 287, 320, 339, 371, 396, 422, 453, 484]","['Suresh Chand Rajan', 'Additional Sessions Judge/Special Judge(Ndps)\n           Dwarka Courts, New Delhi', 'Sarita', 'Ram Kumar', 'Prabhu Dayal', 'Nandi Devi', 'Shyam Kumar', 'Baby', 'Nisha', 'Anil Kumar', 'State']","['JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT']"
938,"Csa No.250/14 - Om Prakash vs. Devendra Kumar
                                                           Judgment dt: 12/1/2015

                                           1/14

              In The High Court Of Judicature For Rajasthan At
                                       Jodhpur
                                    Judgment


","[16, 31, 199]","[26, 45, 287]","['Om Prakash', 'Devendra Kumar', 'High Court Of Judicature For Rajasthan At\n                                       Jodhpur']","['PETITIONER', 'RESPONDENT', 'COURT']"
939,"Ajn
                               1

          In The High Court Of Judicature At Bombay




                                                                    
               Criminal Appellate Jurisdiction




                                            
              Criminal Appeal No.18 Of 2009

    Govind Sakharam Ubhe, aged      )
    49 years, residing at 37/40,    )




                                           
    Manish Nagar, Four Bungalow,    )
    Andheri (West), Mumbai - 400    ) ...      Appellant
    053.




                                  
              Vs.
                      
    The State of Maharashtra      )
    (At the instance of Dcb, Cid, )
                     
    Unit Iv, Mumbai).             ) ...        Respondent

    Mr. Amit Desai, senior counsel with Mr. Prakash Naik and
    Mr. Gopalkrishnan Shenoy for the petitioner.
        


    Mr. S.R. Borulkar, Public Prosecutor         with       Ms.       V.R.
     



    Bhonsale, A.P.P. for the State.


                    Coram : Smt. Ranjana Desai &





                            R.G. Ketkar, Jj.
 Date On Which The Judgment","[55, 308, 620, 773, 809, 834, 894, 956, 1041, 1090]","[89, 328, 640, 783, 821, 854, 907, 982, 1054, 1101]","['High Court Of Judicature At Bombay', 'Govind Sakharam Ubhe', 'State of Maharashtra', 'Amit Desai', 'Prakash Naik', 'Gopalkrishnan Shenoy', 'S.R. Borulkar', 'V.R.\n     \n\n\n\n    Bhonsale', 'Ranjana Desai', 'R.G. Ketkar']","['COURT', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'LAWYER', 'JUDGE', 'JUDGE']"
940,"In The High Court Of Judicature At Madras

Dated: 19/11/2002

Coram

The Hon'Ble Mr.Justice N.V.Balalsubramanian
And
The Hon'Ble Mr.Justice K.Raviraja Pandian


T.C.No.250 Of 1998
(Reference No. 219 of 1998)


The Commissioner of Income-tax
Tamil Nadu-IV, Madras.                  ... Applicant

-Vs-

M/s. Pooshya Exports (P) Ltd.,
B-254, 50th Street, Madras 83           ... Respondent


!For Applicant: Mrs.Pushya Sitharaman
               Sr.Standing Counsel for
               Income-tax cases.

For Respondent: Mr.Philip George


        Prayer:    Statement    of    the    Case    in    R.A.No.704/Mds/1997
(I.T.A.No.2836/Mds/1990)  for  the  assessment year 1988-89 on the file of the
Incometax Appellate Tribunal, B-Bench, Madras forwarded for  decision  of  the
High Court.

:Order","[7, 92, 140, 214, 307, 410, 520, 694]","[41, 112, 158, 262, 362, 427, 533, 739]","['High Court Of Judicature At Madras', 'N.V.Balalsubramanian', 'K.Raviraja Pandian', 'Commissioner of Income-tax\nTamil Nadu-IV, Madras', 'Pooshya Exports (P) Ltd.,\nB-254, 50th Street, Madras 83', 'Pushya Sitharaman', 'Philip George', 'Incometax Appellate Tribunal, B-Bench, Madras']","['COURT', 'JUDGE', 'JUDGE', 'PETITIONER', 'RESPONDENT', 'LAWYER', 'LAWYER', 'COURT']"
941,"1


     High Court Of Madhya Pradesh : Jabalpur

                   Writ Petition No.198/1999

Mansukh Lal Saraf                            .....Petitioner

                             Versus

Arun Kumar Tiwari & others                 ....Respondents


=============================================
Coram:

Hon'ble Shri Justice A. M. Khanwilkar, Chief Justice
Hon'ble Shri Justice K.K.Trivedi,

Whether approved for reporting? : Yes
=============================================

     Shri Vibhudhendra Mishra, Advocate for the petitioner.
     Shri Samdarshi Tiwari, Deputy Advocate General for the
respondents No.2 to 4.

=============================================
Reserved On  : 01.07.2015
Date of Decision : 06.08.2015

                       Judgment
","[9, 96, 195, 331, 384, 493, 553]","[48, 113, 212, 347, 395, 512, 569]","['High Court Of Madhya Pradesh : Jabalpur', 'Mansukh Lal Saraf', 'Arun Kumar Tiwari', 'A. M. Khanwilkar', 'K.K.Trivedi', 'Vibhudhendra Mishra', 'Samdarshi Tiwari']","['COURT', 'PETITIONER', 'RESPONDENT', 'JUDGE', 'JUDGE', 'LAWYER', 'LAWYER']"
942,"-1-

  In The Court Of Sh. J. R. Aryan, District & Sessions Judge-
     Cum-Additional Rent Control Tribunal, (North-East)
            District, Karkardooma Courts, Delhi


Rct No.34/13
Unique Id no. 02402C0354102013


Gopal Dass S/o Sh. Niranjan Lal,
Shop At D-1/232, Nand Nagri, Delhi-110093.

                                                   .........................Appellant

        Versus


Anil Kumar S/o Late Sh. Hem Chand,
R/o D-1/232, Nand Nagri, Delhi-110093.

                                              .........................Respondent

Date of institution of the case:      29.10.2013
Date of reserving the case for order: 21.02.2014
Date of passing of judgement:         01.03.2014

O R D E R","[27, 40, 219, 400]","[38, 170, 229, 410]","['J. R. Aryan', 'District & Sessions Judge-\n     Cum-Additional Rent Control Tribunal, (North-East)\n            District, Karkardooma Courts, Delhi', 'Gopal Dass', 'Anil Kumar']","['JUDGE', 'COURT', 'PETITIONER', 'RESPONDENT']"
943,"In The High Court Of Judicature At Madras           

Dated:13/09/2005   

Coram   

The Honourable Mr. Justice P.K. Misra         
And  
The Honourable Mr. Justice N. Kannadasan            

C.M.P.No.14141 Of 2001    
And  
LPA.No.18 Of 2005   

K. Shankar 
S/o.M. Kannappa Naicker  
No.4, Hospital Road,
Kancheepuram 2.         ..  Petitioner

-Vs-

1. The Oriental Insurance Company Ltd.,
   Rep. by its Divisional Manager,
   Vallal Pachaiyappan Street,
   Kancheepuram. 

2. P. Mohan 
   S/o. Desaveli Mudaliar
   7/, Mahendra Pallavan Street,
   Mamalla Nagar,
   Kancheepuram. 

3. N. Palani,
   S/o. Narayanasamy, 
   No.2/9, Kumaresan Street,
   Meenambakkam,   
   Chennai 600 027.             ..  Respondents

        Appeal filed under Clause 15 of the Letters Patent against the
order of the learned single Judge dated 12.2.1999 made in CMA.No.926 of 19
91.

!For Appellant  :  Mr.M. Sriram

^For Respondent-1:  Mr.K.S. Narasimhan  

Respondent-2    :  Mr.A.V. Munusamy  
 - - -

:J U D G M E N T","[7, 112, 165, 247, 359, 480, 589, 894, 928, 969]","[41, 122, 178, 257, 390, 488, 598, 903, 943, 982]","['High Court Of Judicature At Madras', 'P.K. Misra', 'N. Kannadasan', 'K. Shankar', 'Oriental Insurance Company Ltd.', 'P. Mohan', 'N. Palani', 'M. Sriram', 'K.S. Narasimhan', 'A.V. Munusamy']","['COURT', 'JUDGE', 'JUDGE', 'PETITIONER', 'RESPONDENT', 'RESPONDENT', 'RESPONDENT', 'LAWYER', 'LAWYER', 'LAWYER']"
944,"-1-                    F.A.No.444/2003

                               A.F.R.




    High Court Of Madhya Pradesh, Jabalpur


                First Appeal No.444/2003


Appellant        :    Hafizulla,
                      S/o Late Sheikh Barkatullah,
                      aged about 65 years,
                      Occupation Advocacy, R/o H. No.828,
                      Badi Omti, Jabalpur (M.P)

                      Versus

Respondent :                Shri Inder Kumar Jain,
                      S/o Late Sheikhar Chand Jain,
                      Aged about 55 years, Occupation-
                      Businessman,       R/o       H.No.458,
                      Hanumantal Ward, Behind City Kotwali,
                      Jabalpur (M.P)


Db : Hon'ble Shri Justice Rajendra Menon, Acting
     Chief Justice.
     Hon. Shri Justice Anurag Shrivastava, Judge



Appellant in person.
Shri Pranay Verma, Advocate for the respondent.



Whether approved for reporting:              Yes/No.


                      Judgment
","[86, 192, 467, 778, 844, 899]","[124, 201, 483, 792, 862, 911]","['High Court Of Madhya Pradesh, Jabalpur', 'Hafizulla', 'Inder Kumar Jain', 'Rajendra Menon', 'Anurag Shrivastava', 'Pranay Verma']","['COURT', 'PETITIONER', 'RESPONDENT', 'JUDGE', 'JUDGE', 'LAWYER']"
