,overall_text,start,end,text,label
5294,"In exercise of the powers conferred under the Act, the State of Maharashtra framed Rules known as the Maharashtra Motor Vehicles Rules, 1989 (hereinafter referred to as ""the Rules"").","[55, 102]","[75, 140]","['State of Maharashtra', 'Maharashtra Motor Vehicles Rules, 1989']","['ORG', 'STATUTE']"
5295,"That direction was given in the above writ application after coming to a conclusion that the bar beyond six months as provided by the third proviso to Rule 141 of the West Bengal Motor Vehicles Rules had been removed by virtue of the amended notification dated December 23, 2004.","[151, 167, 261]","[159, 199, 278]","['Rule 141', 'West Bengal Motor Vehicles Rules', 'December 23, 2004']","['PROVISION', 'STATUTE', 'DATE']"
5296,"In State Bank of India Vs. S.N.Goyal (2008) 8 SCC 92, the Hon'ble Supreme Court was considering the scope of powers of disciplinary authority.","[3, 66]","[52, 79]","['State Bank of India Vs. S.N.Goyal (2008) 8 SCC 92', 'Supreme Court']","['PRECEDENT', 'COURT']"
5297,"The deceased Kranti and his daughter Sarita told him that earlier in the day, the appellant Sonu and co-accused Manoj had visited and insisted that they would continue to sleep on the roof of the house of their neighbour and if they objected to that, their house would be blown with a bomb.","[13, 37, 92, 112]","[19, 43, 96, 117]","['Kranti', 'Sarita', 'Sonu', 'Manoj']","['OTHER_PERSON', 'OTHER_PERSON', 'PETITIONER', 'OTHER_PERSON']"
5298,"If these principles are applied it must be held that the failure of the appellant to bring on record respondents 8, 11 and 12 in C.M.P. No. 1990/72 resulted in the abatement of the appeal against Askar Nawab Jung the 1st respondent in the appeal, as was held in the order passed by the Gopal Rao Ekbote, C.J., and Chennakesav Reddy, J., on 30-1-1974.","[129, 196, 286, 314, 340]","[147, 212, 302, 331, 349]","['C.M.P. No. 1990/72', 'Askar Nawab Jung', 'Gopal Rao Ekbote', 'Chennakesav Reddy', '30-1-1974']","['CASE_NUMBER', 'RESPONDENT', 'JUDGE', 'JUDGE', 'DATE']"
5299,"If these applications were properly scrutinized in accordance with the strict conditions laid down in the advertisement, they should have been rejected at the very stage of acceptance.",[],[],[],[]
5300,"Therefore, according to the petitioners, on the coming into force of the guidelines issued by the Government of India dated 28.12.2017, they are entitled for determination of compensation under the 'New Act' as per Clause 4.6 (iii)(a)(b).","[98, 124, 215]","[117, 134, 237]","['Government of India', '28.12.2017', 'Clause 4.6 (iii)(a)(b)']","['ORG', 'DATE', 'PROVISION']"
5301,"Counsel for the petitioners in CWP No.15228/2013 Mr. Amit Gupta on behalf of Mr. B.L. Agarwal & Mr. J.C. Jain, the learned counsel for the respondent No.21 in CMA No.4379/2012, CWP No.15228/2013 & CWP No.15275/2013 Hon'ble Ms. Justice Bela M. Trivedi REPORTABLE :-	 
1.","[31, 53, 81, 100, 159, 177, 197, 235]","[48, 63, 93, 109, 175, 194, 214, 250]","['CWP No.15228/2013', 'Amit Gupta', 'B.L. Agarwal', 'J.C. Jain', 'CMA No.4379/2012', 'CWP No.15228/2013', 'CWP No.15275/2013', 'Bela M. Trivedi']","['CASE_NUMBER', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'CASE_NUMBER', 'CASE_NUMBER', 'CASE_NUMBER', 'JUDGE']"
5302,The admitted facts are that the DPC which met in 1988 had considered the respondentemployee's case for promotion to the post of Commissioner of Income-tax.,[],[],[],[]
5303,"The appellant has submitted that since rule 47 of the Central Motor Vehicle Rules 1989 does not speak of the place, where the application for the registration of the vehicle is to be filed, so, the vehicle may be registered by the respondent no.1 and 2 in Delhi.","[39, 54, 256]","[46, 86, 261]","['rule 47', 'Central Motor Vehicle Rules 1989', 'Delhi']","['PROVISION', 'STATUTE', 'GPE']"
5304,"Moreover,	 the medical evidence  fully supports  the finding  of  the	High Court that  there was an attempt to commit rape on P.W. 1 by the appellant.",[],[],[],[]
5305,It was further contended that it has not been shown that the transfer is in public interest or what category of public interest is being served thereby.,[],[],[],[]
5306,Probably it was felt that a Purohit would be more likely to be invited to an adoption and therefore this story was put in his mouth.,[],[],[],[]
5307,[See Poplar Housing and Regeneration Community Association Ltd. Vs. Donoghue [2002] Q.B. 48].,[5],[91],['Poplar Housing and Regeneration Community Association Ltd. Vs. Donoghue [2002] Q.B. 48'],['PRECEDENT']
5308,"This conclusion was arrived at by him relying upon the decision of the Bombay High Court in the case of Miss Dhun Dadabhoy Kapadia v. CIT [1963] 48 ITR 882.  
 8.","[71, 104]","[88, 155]","['Bombay High Court', 'Miss Dhun Dadabhoy Kapadia v. CIT [1963] 48 ITR 882']","['COURT', 'PRECEDENT']"
5309,"In Pritam Kaur v. Surjit Singh , Sandhawalia, C.J. presiding over a Full Bench traced the law of precedents in detail.","[3, 33]","[30, 44]","['Pritam Kaur v. Surjit Singh', 'Sandhawalia']","['PRECEDENT', 'JUDGE']"
5310,"Thereupon, his family members, namely Ajit Singh, Kuldip, Rajesh and Vikas, and one Amit (friend of Vikas), went to the Pepsi agency of A-1, where the occurrence had taken place.","[38, 50, 58, 69, 84, 100, 120]","[48, 56, 64, 74, 88, 105, 132]","['Ajit Singh', 'Kuldip', 'Rajesh', 'Vikas', 'Amit', 'Vikas', 'Pepsi agency']","['OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'OTHER_PERSON', 'ORG']"
5311,Mr. Pai next referred to an order in Reference (I.D.) No. 203/70 by the Industrial Tribunal Maharashtra between the employer and the workmen-employees under it.,"[4, 37, 72]","[7, 64, 103]","['Pai', 'Reference (I.D.) No. 203/70', 'Industrial Tribunal Maharashtra']","['OTHER_PERSON', 'CASE_NUMBER', 'COURT']"
5312,"Hence, in matters of account, although not barred by the Statute of Limitations, courts of equity refused.",[],[],[],[]
5313,"Out of the remaining twenty six coke oven plants, twelve were identified as situated near nationalised Coking Coal Mines and so they were expressly specified in the 1972 Nationalisation Act and nationalised.",[165],[189],['1972 Nationalisation Act'],['STATUTE']
5314,"This precise matter came up for decision before a Division Bench of the Bombay High Court, consisting of Chagla, C. J. and Desai, J. in Lalbhai Tricumlal Mills Ltd. v. D. M. Vin, 1956-1 Lab LJ 557=(AIR 1955 Bom 463) where it was held: 
 ""But what we are concerned with to decide is: where did the dispute substantially arise?","[72, 105, 123, 136]","[89, 111, 128, 215]","['Bombay High Court', 'Chagla', 'Desai', 'Lalbhai Tricumlal Mills Ltd. v. D. M. Vin, 1956-1 Lab LJ 557=(AIR 1955 Bom 463)']","['COURT', 'JUDGE', 'JUDGE', 'PRECEDENT']"
5315,Similarly the evidence of Dr. R. Anandan PW-11 who had conducted the post mortem examination on the dead body of Deivammal the other lady establishes the fact that she died due to strangulation of the neck and smothering.,"[30, 113]","[40, 122]","['R. Anandan', 'Deivammal']","['WITNESS', 'OTHER_PERSON']"
5316,"State of H.P. reported as AIR 1999 SC 782, para 14 of the decision of the Apex Court in the case of Baliya v/s.","[0, 74, 100]","[41, 84, 106]","['State of H.P. reported as AIR 1999 SC 782', 'Apex Court', 'Baliya']","['PRECEDENT', 'COURT', 'OTHER_PERSON']"
5317,"In that view, the seizure under Section 37(2) of She Indian Income-tax Act would be temporary and thus not violative of any fundamental right upon the authority of the above Supreme Court decision.","[32, 49, 174]","[45, 74, 187]","['Section 37(2)', 'She Indian Income-tax Act', 'Supreme Court']","['PROVISION', 'STATUTE', 'COURT']"
5318,"9.6 In Zahira Habibullah Sheikh v. State of Gujarat, (2006) 3 SCC 374, the Supreme Court observed that right from the inception of the judicial system it has been accepted that discovery, vindication and establishment of truth are the main purposes underlying existence of Courts of justice.","[7, 75]","[69, 88]","['Zahira Habibullah Sheikh v. State of Gujarat, (2006) 3 SCC 374', 'Supreme Court']","['PRECEDENT', 'COURT']"
5319,(Alok Aradhe) Judge Loretta category Writ Petition No.6669/2004 9.12.2014 Parties through their counsel.,"[1, 20, 37, 64]","[12, 27, 63, 73]","['Alok Aradhe', 'Loretta', 'Writ Petition No.6669/2004', '9.12.2014']","['JUDGE', 'OTHER_PERSON', 'CASE_NUMBER', 'DATE']"
5320,It is claimed by the respondent side that the building in which the suit shop is situated is a plot measuring 160 sqr yards and there are 5 shops in the same.,[],[],[],[]
5321,"The accident is said to have occurred on Bombay-Pune Highway near Nalgaon Village, within the territorial jurisdiction of Wadagaon-Moval Police Station.","[41, 48, 66, 122]","[47, 52, 81, 151]","['Bombay', 'Pune', 'Nalgaon Village', 'Wadagaon-Moval Police Station']","['GPE', 'GPE', 'GPE', 'ORG']"
5322,PW9 (P.G.Sasi) is an attester to Ext.P7 Scene Mahazar prepared by PW19.,"[5, 46]","[13, 53]","['P.G.Sasi', 'Mahazar']","['WITNESS', 'OTHER_PERSON']"
5323,"This decision therefore rendered by the Supreme Court of India says that the question regarding the necessity of sanction can be determined from stage to stage and when such a question is raised and it falls for the consideration of the Court, all the materials on the record at the time when the question is raised can be taken into consideration.",[40],[62],['Supreme Court of India'],['COURT']
5324,"It can be seen that after amendment in 1958 the language of S. 7 (d) is the same as we find in S 9-A as renumbered in 1966 The Legislature has deliberately omitted the words ""or the performance of any services"" which is very significant.","[60, 95]","[68, 100]","['S. 7 (d)', 'S 9-A']","['PROVISION', 'PROVISION']"
5325,"When the Act itself makes this distinction between fertilisers, including mixed fertilisers, on one hand and acid like Sulphuric acids gases like Ammonia as pointed out and maintained, it is futile to argue that Notification No. 25/70 grants exemption to mixed fertilisers which are manufactured from two or more fertilisers and acids and gases.",[],[],[],[]
5326,"23) As a consequence thereof, an eviction order is passed U/s. 14 (1) (e), DRC Act against the respondents regarding the tenanted premises i.e premises comprising of two rooms attached with toilet and a kitchen on the second floor bearing No. 324, Second Floor, Hastal, DDA Flats (LIG) New Delhi, as shown in red colour in the site plan 24)","[60, 75, 286]","[73, 82, 295]","['s. 14 (1) (e)', 'DRC Act', 'New Delhi']","['PROVISION', 'STATUTE', 'GPE']"
5327,"The apex Court upheld the validity of Sections 3(4) and 7(5) of the Act in Dharam Das etc. etc. v. State of Punjab, AIR 1975 SC 1069.","[4, 38, 75]","[14, 60, 132]","['apex Court', 'Sections 3(4) and 7(5)', 'Dharam Das etc. etc. v. State of Punjab, AIR 1975 SC 1069']","['COURT', 'PROVISION', 'PRECEDENT']"
5328,"According to PW4, the autorickshaw was overtaking MRL bus at the time of accident and for that purpose it was brought to the right side of the road.",[],[],[],[]
5329,"Moreover, as my learned brother Lodha, J., has pointed out the question as to whether the workmen concerned have been gainfully employed or not during the period after the termination of their services by the Corporation is a complicated question of fact which this Court is ill-equipped to decide in proceedings under Article 226 of the Constitution.","[32, 319, 338]","[37, 330, 350]","['Lodha', 'Article 226', 'Constitution']","['JUDGE', 'PROVISION', 'STATUTE']"
5330,"Not only this but the learned counsel appearing for the accused appellant Suresh at the trial did not put any question even to the Investigating Officer, Chutia Police Station, Raghuvir Singh, PW 59, Rajendra Singh, or to PW 82 and Madanlal, PW 85, the CBI Inspectors or any other prosecution witnesses about the alleged statement.","[74, 154, 200, 232, 253]","[80, 191, 214, 240, 256]","['Suresh', 'Chutia Police Station, Raghuvir Singh', 'Rajendra Singh', 'Madanlal', 'CBI']","['PETITIONER', 'ORG', 'WITNESS', 'WITNESS', 'ORG']"
5331,We have carefully gone through the statements of PW-9 and PW-10.,[],[],[],[]
5332,"This is a suit for declaration and perpetual injunction filed by the plaintiff against UOI, MCD and seven individuals.",[],[],[],[]
5333,"""Life"", as observed by Field, J. in Munn v. Illinois (1877) 94 U.S. 113, means something more than mere animal existence and the inhibition against the deprivation of life extends to all those limits and faculties by which life is enjoyed.","[23, 36]","[28, 71]","['Field', 'Munn v. Illinois (1877) 94 U.S. 113']","['OTHER_PERSON', 'PRECEDENT']"
5334,"In the decision reported in Ajit Savant Majagyai v. State of Karnataka (1997) 7 SCC 110 : 1997 Cri LJ 3964 the Supreme Court has observed as follows (at p. 3968 of Cri LJ):
19.","[28, 111]","[106, 124]","['Ajit Savant Majagyai v. State of Karnataka (1997) 7 SCC 110 : 1997 Cri LJ 3964', 'Supreme Court']","['PRECEDENT', 'COURT']"
5335,"(It is conceded that these persons had no manner of authority to sell the property of the plaintiffs, that the plaintiffs are entitled to ignore the sale even if it was for necessity, and that their suit for possession brought, in forma pauperis, on 1-2-1954 falls within Article 142 of the Act.","[250, 272]","[258, 283]","['1-2-1954', 'Article 142']","['DATE', 'PROVISION']"
5336,"Date : 2-2-1990. 

The Commissioner of Income-tax (Appeals)-IX, Bombay.",[7],[15],['2-2-1990'],['DATE']
5337,"Why, said K. M. Munshi, should the Assembly turn its back on a hundred year old tradition of parliamentary government in India.","[10, 121]","[22, 126]","['K. M. Munshi', 'India']","['OTHER_PERSON', 'GPE']"
5338,"The construction of fly over bridge before the notification in question in the present cases has not been proved on the record of the case by production of any evidence and, therefore, the Award Exh. P.18 is irrelevant.",[],[],[],[]
5339,"The Superintendent's letter No. ST/. SSP/R-14 dated Banaras May 18, 1956 was read out in Court.","[52, 60]","[59, 72]","['Banaras', 'May 18, 1956']","['GPE', 'DATE']"
5340,"The Supreme Court also rejected the contention that no safeguard had been provided for search and seizure proceedings and, therefore, these provisions were unconstitutional in that arbitrary powers were conferred upon the State to make search and seizure.",[4],[17],['Supreme Court'],['COURT']
5341,"In the evidence of Dhirajlal on behalf of the plaintiff in the matter from which second appeal No. 447 of 1960 is filed, he has stated that if the potatoes are kept loose, then they will remain good for 15 to 20 days.","[19, 81]","[28, 110]","['Dhirajlal', 'second appeal No. 447 of 1960']","['OTHER_PERSON', 'CASE_NUMBER']"
5342,"Rich J., held that the Constitution expressly provided for the continued existence of the States and that, therefore, any action on the part of the Commonwealth, in purported exercise of its Constitutional powers, which would prevent a State from continuing to exist or function as such was necessarily invalid because of inconsistency with the express provisions of the Constitution.","[0, 23, 371]","[4, 35, 383]","['Rich', 'Constitution', 'Constitution']","['JUDGE', 'STATUTE', 'STATUTE']"
5343,"However I find no merits in the above arguments of Ld. Defence counsel. 


CC No.  225/03 DA  Vs. Subhash Garg                                                        Page 21 of 62",[98],[110],['Subhash Garg'],['RESPONDENT']
5344,As against that Mr. Sen on behalf of the respondent submits that there was no relevant material before the Tribunal to hold that the sum in question was the concealed income of the respondent.,[20],[23],['Sen'],['OTHER_PERSON']
5345,"He also participated in the chase and in the arrest of 7 persons at village Chandrahatti, who had injuries and also went to Hajipur and saw that 15 persons had been detained there including Appellants Anand Mohan and Lovely Anand.","[76, 124, 201, 217]","[88, 131, 212, 229]","['Chandrahatti', 'Hajipur', 'Anand Mohan', 'Lovely Anand']","['GPE', 'GPE', 'PETITIONER', 'PETITIONER']"
5346,"Activities which are too fundamental to the society are by definition too important not to be considered government functions."" 

Bhagwati, J. dwelt on the functional formula and reasoned:",[130],[138],['Bhagwati'],['JUDGE']
5347,"Out of them about 60,000 teachers were members of a registered society, namely, the Uttar Pradesh Madhyamik Shikshak Sangh (hereinafter referred to as ""the Sangh""), the First Petitioner in the said Civil Miscellaneous Writ No. 9174 of 1978 in the Allahabad High Court and one of the Respondents in the Appeals and Petitions before us.","[84, 198, 247]","[122, 239, 267]","['Uttar Pradesh Madhyamik Shikshak Sangh', 'Civil Miscellaneous Writ No. 9174 of 1978', 'Allahabad High Court']","['ORG', 'CASE_NUMBER', 'COURT']"
5348,"Since the functions of the Govt. are carried on by the Executive in the name of the President on the advice of Ministers, they (Ministers) alone are answerable to the Parliament.",[167],[177],['Parliament'],['ORG']
5349,"A contrary view has, no doubt, been expressed by a Division Bench of the Bombay High Court in Commissioner of Income-tax v. Western India Life Insurance Co. Ltd. (i).","[73, 94]","[90, 165]","['Bombay High Court', 'Commissioner of Income-tax v. Western India Life Insurance Co. Ltd. (i)']","['COURT', 'PRECEDENT']"
5350,"Jyoti Basu, the Chief Minister as the seventh respondent, Md. Amin, the Minister of the Transport Branch of the Home Department as the eighth respondent, Hashim Abdul Halim, the Minister of the Legislative and the Judicial Department as the ninth respondent and the Electoral Registration Officer as the tenth respondent.","[0, 58, 154]","[10, 66, 172]","['Jyoti Basu', 'Md. Amin', 'Hashim Abdul Halim']","['RESPONDENT', 'RESPONDENT', 'RESPONDENT']"
5351,"In view of the aforesaid, the reference is answered in the affirmative, i.e., in favour of the assessee and against the revenue. 

 REVA KHETRAPAL (JUDGE) A.K. SIKRI (JUDGE) August 16, 2010 km","[132, 155, 174]","[146, 165, 189]","['REVA KHETRAPAL', 'A.K. SIKRI', 'August 16, 2010']","['JUDGE', 'JUDGE', 'DATE']"
5352,"It may be possible to deprecate the manner in which the statute removed the respondent from office, but it is not possible to deny its effect.",[],[],[],[]
5353,The Motor Vehicle Tribunals are directed to take notice of this fundamental principle of law in every case.,[],[],[],[]
5354,"Though provisions are available in the Code of Civil Procedure itself providing for settlement and conciliation by courts in matters concerning family, such provisions were found to be not quite effective.",[39],[62],['Code of Civil Procedure'],['STATUTE']
5355,"The appellant is therefore right in his contention that unless the statute itself enacts otherwise, an application which a partner has to sign would be in order and. valid, if it is signed by his authorised agent.",[],[],[],[]
5356,"On the same footings the learned counsel for the appellant no.2 Murli has submitted that the trial Court has accepted the evidence of witness Sharda Prasad (PW13) and found that the appellants assaulted the victim in their right of private defence and therefore, looking to the right accrued to the Criminal Appeal No.897/2000 appellants, the appellants could not be convicted for any crime.","[64, 142, 299]","[69, 155, 326]","['Murli', 'Sharda Prasad', 'Criminal Appeal No.897/2000']","['PETITIONER', 'WITNESS', 'CASE_NUMBER']"
5357,"(R. BASANT, JUDGE) Nan/ Crl.M.C. Nos.53 of 2009 &","[1, 24]","[10, 47]","['R. BASANT', 'Crl.M.C. Nos.53 of 2009']","['JUDGE', 'CASE_NUMBER']"
5358,"From the Judgment and Orders dated 24.4.87, 2.3.87, & 1.4.87 of the Central Administrative Tribunal, Hyderabad in Original Applica- tion No. 121/86, T.A. Nos. 958& 180 of 1986 and O.A. No. 140of 1986.","[35, 44, 54, 68, 123, 149, 180]","[42, 50, 60, 110, 147, 175, 199]","['24.4.87', '2.3.87', '1.4.87', 'Central Administrative Tribunal, Hyderabad', 'Applica- tion No. 121/86', 'T.A. Nos. 958& 180 of 1986', 'O.A. No. 140of 1986']","['DATE', 'DATE', 'DATE', 'COURT', 'CASE_NUMBER', 'CASE_NUMBER', 'CASE_NUMBER']"
5359,"Having regard to the fact that several writ petitions came to be filed before different High Courts, an application for transfer was filed before the Supreme Court, which was marked as T.P. (Civil) Nos. 41-55 of 1995 (Mohan Lal and Ors. v. Union of India and Ors.). 
23.","[150, 185, 218]","[163, 216, 264]","['Supreme Court', 'T.P. (Civil) Nos. 41-55 of 1995', 'Mohan Lal and Ors. v. Union of India and Ors.)']","['COURT', 'CASE_NUMBER', 'PRECEDENT']"
5360,"In the view we have taken of these cases, the petitions succeed and are allowed.",[],[],[],[]
5361,"Whether Omwati died of the fatal injuries caused in a road accident which took place on 26th March, 2001 at about 11.00 a.m. at Ring Road near Chandagi Ram Akhara, under Shahdara Flyover, Delhi by TATA 407 bearing registration no. DL-1L-B-1175 by resp.no.1 Shyam Lal?","[8, 88, 188, 257]","[14, 104, 193, 266]","['Omwati', '26th March, 2001', 'Delhi', 'Shyam Lal']","['OTHER_PERSON', 'DATE', 'GPE', 'RESPONDENT']"
5362,"Dr. Abhinav Sharma had challenged the legality of the order taking cognizance and its confirmation by the Revisional Court in S.B. Criminal Writ Petition No.26/2014, which is pending in the High Court, Bench at Jaipur, and in which, an interim order was passed on 26.03.2014, directing the summoning Court to adjourn the matter beyond the date fixed in this Court.","[4, 126, 190, 264]","[18, 164, 217, 274]","['Abhinav Sharma', 'S.B. Criminal Writ Petition No.26/2014', 'High Court, Bench at Jaipur', '26.03.2014']","['OTHER_PERSON', 'CASE_NUMBER', 'COURT', 'DATE']"
5363,It is admitted that the vehicle bearing registration No.DL­9CE­1188 OMNI EMPI STD was insured with the respondent No.2 in the name of Dharamvir for the period 26.11.2011 to 25.11.2012 vide policy No.0411003111P001471472.,"[134, 159, 173, 196]","[143, 169, 183, 219]","['Dharamvir', '26.11.2011', '25.11.2012', 'No.0411003111P001471472']","['RESPONDENT', 'DATE', 'DATE', 'CASE_NUMBER']"
5364,It is vehemently stated that the plaintiff had discontinued the sale of  goods after 1986­87 where­after the goods were sold through M/s Khushi Ram  Behari Lal (Export Division) and on 01.04.1996 said division transferred all  their rights in the name of M/s Khushi Ram Behari Lal Ltd.,"[137, 185, 259]","[159, 195, 285]","['Khushi Ram  Behari Lal', '01.04.1996', 'Khushi Ram Behari Lal Ltd.']","['ORG', 'DATE', 'ORG']"
5365,The notification dated 18.10.1996 referred to in the Original Petitions is admittedly incorporated in Rule 95(2) of the Rules.,"[23, 102]","[33, 112]","['18.10.1996', 'Rule 95(2)']","['DATE', 'PROVISION']"
5366,"The claimants produced two witnesses, namely Bhim Singh (PW-1), and Lalloo Mal (PW-2) but they arc not parties to the sale-deeds filed by the claimants. 

8.","[45, 68]","[55, 78]","['Bhim Singh', 'Lalloo Mal']","['WITNESS', 'WITNESS']"
5367,"Thus, in the 'Parcha Bayan' Ex.P. 3 also Mangat Ram had given the name of appellants Gurdeep Singh and Smt. Chandra Kaur.","[14, 41, 85, 108]","[26, 51, 98, 120]","['Parcha Bayan', 'Mangat Ram', 'Gurdeep Singh', 'Chandra Kaur']","['OTHER_PERSON', 'OTHER_PERSON', 'PETITIONER', 'PETITIONER']"
5368,The	cadre  of  Assistant Engineers was  to consist of 344 permanent and 345 temporary posts.,[],[],[],[]
5369,"P. W. 13, Dr. S. K. Roy examined the girl on the 23rd March, 1960.","[14, 49]","[23, 65]","['S. K. Roy', '23rd March, 1960']","['WITNESS', 'DATE']"
5370,He further deposed that the said import was to facilitate the export of handicraft and the application of the firm was given receipt no. 168949 as mentioned in mark X/1.,[],[],[],[]
5371,"As discussed in the preceding paragraphs of this judgment, we are unable to agree with the effect of the Patna High Court CWJC No.6155 of 2016 dt.27-09-2016 submissions of the learned Principal Additional Advocate General that in case of compensatory tax, the State has the power to resort to discrimination.","[105, 122, 143]","[121, 142, 156]","['Patna High Court', 'CWJC No.6155 of 2016', 'dt.27-09-2016']","['COURT', 'CASE_NUMBER', 'DATE']"
5372,"Ext. H: Ext. H is the notice dated 6-3-1943, which was sent to the plaintiffs' firm by Mr. Hassan Mohiuddin (D. w. 1), who was then the Price Control Officer, informing the plaintiff's firm that the District Magistrate had suspended the licence of the plaintiffs' firm for the present due tg his conviction.","[35, 91]","[43, 107]","['6-3-1943', 'Hassan Mohiuddin']","['DATE', 'WITNESS']"
5373,From this document it is established manifestly that the assessee has received on money of Rs. 3.35 lakhs from Mr. Grewal and this can very well be said to be the undisclosed income of the assessee as contemplated under s. 158(1)(b) of the Act which is liable to be taxed in view of the provisions contained in Chapter XIV of the Act.,"[115, 220, 311]","[121, 232, 322]","['Grewal', 's. 158(1)(b)', 'Chapter XIV']","['OTHER_PERSON', 'PROVISION', 'PROVISION']"
5374,"Both Courts accepted the evidence of Gurdeep (PW1), Jagjit (PW2) and Rajrani (PW4) as being consistent, cor- roborative and credible.","[37, 52, 69]","[44, 58, 76]","['Gurdeep', 'Jagjit', 'Rajrani']","['WITNESS', 'WITNESS', 'WITNESS']"
5375,"It was amended late on November 20, 1991 .",[23],[40],"['November 20, 1991']",['DATE']
5376,"The learned Counsel for the petitioners placed reliance upon a judgment of the Full Bench of Orissa High Court in Salil Kumar v. State of Orissa, AIR 1988 Orissa 246, in support of their contention that giving weightage to rural service is arbitrary and unreasonable.","[93, 114]","[110, 165]","['Orissa High Court', 'Salil Kumar v. State of Orissa, AIR 1988 Orissa 246']","['COURT', 'PRECEDENT']"
5377,"b) Likewise, the point that arises for consideration in O.S.A.No.60 of 2007 is:- 
 ""whether this Court does not have the territorial jurisdiction to entertain and try the suit?.""",[56],[75],['O.S.A.No.60 of 2007'],['CASE_NUMBER']
5378,Even TLO stated that he had no knowledge whether the CDR of mobile of the complainant (9312037565) is a relied upon document or not.,[],[],[],[]
5379,66.Ex.B.7 was the Sale Deed dated 16.04.1986 executed by M.Parasakthi Ammal to and in favour of A.R.Mohamed Hanifa (Appellant/2nd Defendant),"[34, 57, 96]","[44, 75, 114]","['16.04.1986', 'M.Parasakthi Ammal', 'A.R.Mohamed Hanifa']","['DATE', 'OTHER_PERSON', 'PETITIONER']"
5380,[ (1984) 1 SCC 43 : AIR 1984 SC 273].,[2],[36],['(1984) 1 SCC 43 : AIR 1984 SC 273]'],['PRECEDENT']
5381,"P.W. 9 Ravindra has stated that accused No.2 Dinesh had manhandled P.W.10, that after some time the deceased had come on the spot and that the appellant and other accused had manhandled the deceased and took him inside their house.","[7, 45]","[15, 51]","['Ravindra', 'Dinesh']","['WITNESS', 'OTHER_PERSON']"
5382,Further the said document has been verified by the jurisdictional revenue department of the Bangalore Mahanagara Palike who have issued Khata Certificate in the name of the second defendant and have collected the property taxes and revenue.,[92],[119],['Bangalore Mahanagara Palike'],['ORG']
5383,"At page 261, the Supreme Court noticed that in the case before them, ""payments were made only after the industries have been set up"" and in the very next sentence observed that ""payments are not being made for the purpose of setting up of the industries"".",[17],[30],['Supreme Court'],['COURT']
5384,"Again, in the case of Vikas Pratap Singh (supra) this is what their Lordships held in paragraphs-27, 28 and 29, which is quoted hereunder:-
 ―27.",[22],[40],['Vikas Pratap Singh'],['OTHER_PERSON']
5385,Ammini and the second accused were arrested on 29-6-1980.,"[0, 47]","[6, 56]","['Ammini', '29-6-1980']","['OTHER_PERSON', 'DATE']"
5386,"The Judgment of the Court was delivered by AHMADI, J. Meera Srivastava, a young woman aged about 25 years.",[54],[70],['Meera Srivastava'],['JUDGE']
5387,"Initially, the assessee had challenged the validity of the action under Section 158 BD.",[72],[83],['Section 158'],['PROVISION']
5388,Learned counsel further relied on the judgement of Supreme Court in Narsinbhai Haribhai Prajapati vs. Chhatrasinh & Ors.-AIR 1977 SC 1753 to argue that recovery of blood stained weapons would not be sufficient to convict the accused.,"[51, 68]","[64, 137]","['Supreme Court', 'Narsinbhai Haribhai Prajapati vs. Chhatrasinh & Ors.-AIR 1977 SC 1753']","['COURT', 'PRECEDENT']"
5389,"This prayer of the plaintiffs was allowed, and, they were ordered to be ready to cross-examine him the next day.",[],[],[],[]
5390,"In my view, if the secret information was received by P.W.2 Rajesh Kumar Srivastava on 02.07.2003 itself, there was Patna High Court CR. APP (SJ) No.1052 of 2011 dt.15-03-2013 16 enough time to reduce the same in writing and report to the immediate superior officer.","[60, 87, 116, 133, 162]","[83, 97, 132, 161, 175]","['Rajesh Kumar Srivastava', '02.07.2003', 'Patna High Court', 'CR. APP (SJ) No.1052 of 2011', 'dt.15-03-2013']","['WITNESS', 'DATE', 'COURT', 'CASE_NUMBER', 'DATE']"
5391,"The injuries of Shish Pal (D-3) are as follows:
 (i) Incised Wounds at (Lt) pareital area of skull at top size 12 cm x 1-1/2 cms x Brain matter deep obliquely & Tailing Backwards. 

 (ii) Multiple Incised Wounds at (Lt) Head Laterally & at Back side.",[16],[25],['Shish Pal'],['OTHER_PERSON']
5392,"Craies in his Interpretation on Statute Law 6th Ed. p. 369 observes as follows:-
 ""Many earlier statutes contain clauses similar in effect to the general rule, but without the confusing words as to contrary intention.",[0],[6],['Craies'],['OTHER_PERSON']
5393,Judge Judge kkc F. A. No.414-10 19.1.2015.,"[12, 32]","[31, 41]","['kkc F. A. No.414-10', '19.1.2015']","['CASE_NUMBER', 'DATE']"
5394,"Hence, the matter has to be examined having regard to the scheme of the Act in the matter of assessments and the procedure prescribed therefor.  
 9. Section 139 to 158 in Chapter XIV of the I.T. Act provide for procedure for assessment.","[150, 172, 191]","[168, 183, 199]","['Section 139 to 158', 'Chapter XIV', 'I.T. Act']","['PROVISION', 'PROVISION', 'STATUTE']"
